accession,accession_no_version,description,package,target_short_name,target_scientific_name,target_taxid,species,taxid,segment,length,gc_content,seq_sha256,length_qc_flag,freq_A,freq_C,freq_G,freq_T,n_count,ambiguous_other_count,ambiguous_rate,valid_like_count,species_ncbi,taxid_ncbi,isolate,host,country,region,collection_date,nuc_completeness,segment_metadata,metadata_title,is_duplicate_seq_within_species_segment
EF571895.1,EF571895,"EF571895.1 Araraquara-like virus strain P5/Cajuru segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,443745,S,1858,0.4472551130247578,6a24abc791f7c00e5633be30b86cbc0ad27013ab38e6f93a88093e26a1dfd1c0,within_expected_range,0.2922497308934338,0.2330462863293864,0.2142088266953713,0.2604951560818084,0,0,0.0,1858,,443745,P5/Cajuru,,Brazil: Sao Paulo State,,,COMPLETE,S,,False
MN258245.1,MN258245,"MN258245.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_26_1/4/19 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1858,0.4278794402583423,ea661c1dec20396cc2906d5b0de421c6b61ce490e07220eea748a428ca28c168,within_expected_range,0.2981700753498385,0.2023681377825619,0.2255113024757804,0.2739504843918192,0,0,0.0,1858,,1980456,Epuyen/18-19_Patient_26_1/4/19,,Argentina,,,COMPLETE,S,,False
MN258255.1,MN258255,"MN258255.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_8_12/13/18 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1858,0.4278794402583423,bc42834534ae7b20864522a62044266224dbe57f917ccf82536cef9b3ecafd93,within_expected_range,0.2981700753498385,0.2023681377825619,0.2255113024757804,0.2739504843918192,0,0,0.0,1858,,1980456,Epuyen/18-19_Patient_8_12/13/18,,Argentina,,,COMPLETE,S,,False
MN258235.1,MN258235,"MN258235.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_16_12/28/18 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1859,0.4271113501882733,cbe33bf364363441423a75725c819aafa9df4c6b963afb3e9b2733b3f077078d,within_expected_range,0.2985476062399139,0.2017213555675094,0.2253899946207638,0.2743410435718128,0,0,0.0,1859,,1980456,Epuyen/18-19_Patient_16_12/28/18,,Argentina,,,COMPLETE,S,,False
AF482717.1,AF482717,"AF482717.1 Pergamino virus strain 14403 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,69248,S,1860,0.4064516129032258,4e71a45be56da840d8b5fc233c0e05a21e1878326014eb339d4d7ca59557ea6f,within_expected_range,0.3134408602150537,0.1940860215053763,0.2123655913978494,0.2801075268817204,0,0,0.0,1860,,69248,14403,,,,,COMPLETE,S,,False
MN258226.1,MN258226,"MN258226.1 Orthohantavirus andesense isolate NRC-4/18_06/01/2018 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1860,0.4228079612694997,6300caa99ebc533cd15e3a5f8f3ad19fb872f7c1f7751af55dbbb0ae4e386701,within_expected_range,0.2990855298547606,0.1974179666487358,0.2253899946207638,0.2781065088757396,1,0,0.0005376344086021,1860,,1980456,NRC-4/18_06/01/2018,,Argentina,,,COMPLETE,S,,False
MN850086.1,MN850086,"MN850086.1 Orthohantavirus andesense strain ARCH14/NRC1 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1860,0.4188172043010753,57993389023af87ad3e1e4dc90d1a104291cb2f67ec0e0e9220c246dabb9b406,within_expected_range,0.3032258064516129,0.1994623655913978,0.2193548387096774,0.2779569892473118,0,0,0.0,1860,,1980456,ARCH14/NRC1,,,,,COMPLETE,S,,False
MN258236.1,MN258236,"MN258236.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_17_12/31/18 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1861,0.4277270284793122,7e01b59dfb4f5d2c5b3fb756f36f21918fac37486fb59f887fefc9a427932464,within_expected_range,0.2982267598065556,0.2020419129500268,0.2256851155292853,0.2740462117141322,0,0,0.0,1861,,1980456,Epuyen/18-19_Patient_17_12/31/18,,Argentina,,,COMPLETE,S,,False
MN258248.1,MN258248,"MN258248.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_29_1/14/19 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1861,0.4271896829661472,263a9ecdb8e872371c56b649832d426e9fdfe7e1cbf63464cd357ff326f88a9d,within_expected_range,0.2982267598065556,0.2015045674368619,0.2256851155292853,0.2745835572272971,0,0,0.0,1861,,1980456,Epuyen/18-19_Patient_29_1/14/19,,Argentina,,,COMPLETE,S,,False
PV808476.1,PV808476,"PV808476.1 Orthohantavirus andesense isolate CHI-Hu13724_P2 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1861,0.4175174637291778,eb626b856ffbbed3d0f12905a00450f5eee0ace17c7771332b16e693f2b39106,within_expected_range,0.3025255239118753,0.1972058033315422,0.2203116603976356,0.2799570123589468,0,0,0.0,1861,,1980456,CHI-Hu13724_P2,,Chile,,2024-07-30,COMPLETE,S,,False
MN258240.1,MN258240,"MN258240.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_20_1/1/19 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1862,0.4280343716433942,ab9bd28ea23f496f7a0ab728b8a2beb43bff3522a29a3de8b4b471b4b131314b,within_expected_range,0.2980665950590763,0.2019334049409237,0.2261009667024704,0.2738990332975295,0,0,0.0,1862,,1980456,Epuyen/18-19_Patient_20_1/1/19,,Argentina,,,COMPLETE,S,,False
MN258241.1,MN258241,"MN258241.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_22_1/1/19 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1863,0.428341384863124,7182dcc4b8266f5c519e88daa4828e1202655d16d8e87be7aadb2803ff2c95e7,within_expected_range,0.298443370907139,0.2028985507246377,0.2254428341384863,0.273215244229737,0,0,0.0,1863,,1980456,Epuyen/18-19_Patient_22_1/1/19,,Argentina,,,COMPLETE,S,,False
MN258238.1,MN258238,"MN258238.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_19_1/2/19 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1865,0.427882037533512,6fd29ea420cd09c0a6d6c43a039d7587cfb4bac17654f075dc8ffec878c7f459,within_expected_range,0.2981233243967828,0.2016085790884718,0.2262734584450402,0.2739946380697051,0,0,0.0,1865,,1980456,Epuyen/18-19_Patient_19_1/2/19,,Argentina,,,COMPLETE,S,,False
PV808467.1,PV808467,"PV808467.1 Orthohantavirus andesense isolate 137 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1865,0.4176943699731903,2c2e9f8b6efc1a45fc6c2d46ce422da748ff22f2607b8d1974c86ac89b69a897,within_expected_range,0.3024128686327078,0.1967828418230563,0.220911528150134,0.2798927613941018,0,0,0.0,1865,,1980456,137,,Chile: Region de los Rios,,2024-06-27,COMPLETE,S,,False
MN258253.1,MN258253,"MN258253.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_6_11/25/18 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1866,0.427652733118971,0eeacbdc83c34787e35b4f40c23b3a9c5538454be21bc6c25dd9b30918c0a350,within_expected_range,0.2984994640943194,0.202572347266881,0.22508038585209,0.2738478027867095,0,0,0.0,1866,,1980456,Epuyen/18-19_Patient_6_11/25/18,,Argentina,,,COMPLETE,S,,False
MN258223.1,MN258223,"MN258223.1 Orthohantavirus andesense isolate Epilink/96_2/6/19 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1867,0.4235924932975871,f5049e5a897b5dc98810a81abbd4920ce3200add36057be654ebaa1312c0a417,within_expected_range,0.2997319034852547,0.1989276139410187,0.2246648793565683,0.2766756032171582,2,0,0.0010712372790573,1867,,1980456,Epilink/96_2/6/19,,Argentina,,,COMPLETE,S,,False
MN258228.1,MN258228,"MN258228.1 Orthohantavirus andesense isolate NRC-6/18_05/21/18 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1867,0.4236743438671665,03f2e43ff13819b037015a5d3aaca0e0476da9421c220987080c154c322332f9,within_expected_range,0.2983395822174611,0.1981788966256025,0.225495447241564,0.2779860739153723,0,0,0.0,1867,,1980456,NRC-6/18_05/21/18,,Argentina,,,COMPLETE,S,,False
MN258256.1,MN258256,"MN258256.1 Orthohantavirus andesense isolate Epuyen/18-19_Patient_9_12/12/18 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1868,0.4274236743438672,760d4a93215457dc9019b1665943b47ed5f2ba2bcfe0499c1f797d6de1e2bf1f,within_expected_range,0.2983395822174611,0.2019282271023031,0.225495447241564,0.2742367434386716,1,0,0.0005353319057815,1868,,1980456,Epuyen/18-19_Patient_9_12/12/18,,Argentina,,,COMPLETE,S,,False
AF482716.1,AF482716,"AF482716.1 Maciel virus strain 13796 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,69246,S,1869,0.4210807918673087,89c842d72cf7c6872cecbf0720e3efd726d196818919327da1563cf1ede0594a,within_expected_range,0.2990904226859283,0.1888710540395933,0.2322097378277153,0.279828785446763,0,0,0.0,1869,,69246,13796,,,,,COMPLETE,S,,False
PV808473.1,PV808473,"PV808473.1 Orthohantavirus andesense isolate CHI-Hu13724_P1 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1869,0.4173354735152488,18786c43aa06720ab83930ff93a0e2dc2f92281c5bfab54213292bbb40473067,within_expected_range,0.3023006955591225,0.1963616907437132,0.2209737827715356,0.2803638309256286,0,0,0.0,1869,,1980456,CHI-Hu13724_P1,,Chile,,2024-07-24,COMPLETE,S,,False
PV796316.1,PV796316,"PV796316.1 Orthohantavirus andesense isolate 136 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1870,0.4171122994652406,e066b54f5beff3bbf06edfa9491dac08c9fa5d95ecce15c5fe82f954d063249b,within_expected_range,0.3026737967914438,0.1973262032085561,0.2197860962566845,0.2802139037433155,0,0,0.0,1870,,1980456,136,,Chile: Region de Los Rios,,2024-06-27,COMPLETE,S,,False
PV808470.1,PV808470,"PV808470.1 Orthohantavirus andesense isolate CHI-7913 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1872,0.4204059829059829,c12da7b993c5f2ada1d5cf56ea94f200cf2c5918794bdda56877c6e7886b3847,within_expected_range,0.3002136752136752,0.1981837606837606,0.2222222222222222,0.2793803418803419,0,0,0.0,1872,,1980456,CHI-7913,,Chile,,1999,COMPLETE,S,,False
MN850084.1,MN850084,"MN850084.1 Orthohantavirus andesense strain AREB14/P2 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1876,0.423773987206823,47da0d3dd76a117a21ebf3e822a4591b934fb1f6d5bec8254163d7982f0a3873,within_expected_range,0.3001066098081023,0.1998933901918976,0.2238805970149253,0.2761194029850746,0,0,0.0,1876,,1980456,AREB14/P2,,,,,COMPLETE,S,,False
OR908890.1,OR908890,"OR908890.1 Orthohantavirus andesense isolate BA16_LJC1557 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1877,0.4166222695791156,75895b623760b605fc2018b38c942a1d9e0464717823e32d59222054201527ce,within_expected_range,0.3068726691529035,0.1955247735748534,0.2210974960042621,0.2765050612679808,0,0,0.0,1877,,1980456,BA16_LJC1557,,Argentina: Buenos Aires,,2002,COMPLETE,S,,False
OR875982.1,OR875982,"OR875982.1 Orthohantavirus andesense isolate BA02_SMM484 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1881,0.4210526315789473,2b1292214a18af36a58bea944d43acf820bf38f1032fe47d75b6a58ff45cfb8b,within_expected_range,0.303030303030303,0.1972355130249867,0.2238171185539606,0.2759170653907496,0,0,0.0,1881,,1980456,BA02_SMM484,,Argentina: Buenos Aires,,2002,COMPLETE,S,,False
OR908885.1,OR908885,"OR908885.1 Orthohantavirus andesense isolate BA02_VVD480 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1881,0.4215842636895268,4efcc26727e23bec756e9ce7b8fd22c11f127ac90ce2619ef8f68572a0b7dabb,within_expected_range,0.3051568314726209,0.1993620414673046,0.2222222222222222,0.2732589048378522,0,0,0.0,1881,,1980456,BA02_VVD480,,Argentina: Buenos Aires,,2002,COMPLETE,S,,False
OR908884.1,OR908884,"OR908884.1 Orthohantavirus andesense isolate BA02_VVN481 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1886,0.4209968186638388,d4021337341514509ada41a788e7e3e8f173e4df6de99d389ec29c6edba8e577,within_expected_range,0.3054082714740191,0.1983032873806998,0.2226935312831389,0.2735949098621421,0,0,0.0,1886,,1980456,BA02_VVN481,,Argentina: Buenos Aires,,2002,COMPLETE,S,,False
OR908887.1,OR908887,"OR908887.1 Orthohantavirus andesense isolate BA02_VO483 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1887,0.4207737148913619,ffa164fe25d2a4eb04e03c40ad21b29673a4c9f10e8c086c808dd9356870dd8b,within_expected_range,0.305776364599894,0.1981981981981982,0.2225755166931637,0.273449920508744,0,0,0.0,1887,,1980456,BA02_VO483,,Argentina: Buenos Aires,,2002,COMPLETE,S,,False
OR908888.1,OR908888,"OR908888.1 Orthohantavirus andesense isolate BA02_AOA490 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1887,0.4218335983041865,66364e0737bdd65d97dbbc005443aedd68ac02ee2d14c240c2fe331fbb791d6c,within_expected_range,0.3052464228934817,0.1992580816110228,0.2225755166931637,0.2729199788023317,0,0,0.0,1887,,1980456,BA02_AOA490,,Argentina: Buenos Aires,,2002,COMPLETE,S,,False
OR908898.1,OR908898,"OR908898.1 Orthohantavirus andesense isolate BA18-LD1633 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1889,0.4155637903652726,e432c49d7884f130666e4501ad243e67766444334e0ede5ec750287aeb0857f0,within_expected_range,0.3107464266807835,0.196929592376919,0.2186341979883536,0.2736897829539438,0,0,0.0,1889,,1980456,BA18-LD1633,,Argentina: Buenos Aires,,2018,COMPLETE,S,,False
OR908897.1,OR908897,"OR908897.1 Orthohantavirus andesense isolate BA18-RR1620 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1911,0.4160125588697017,10c4ebb24d823a08e2768ddd350aa67e43022656654298069f13eaddcf815b3e,within_expected_range,0.3092621664050236,0.1993720565149136,0.216640502354788,0.2747252747252747,0,0,0.0,1911,,1980456,BA18-RR1620,,Argentina: Buenos Aires,,2018,COMPLETE,S,,False
OQ092245.1,OQ092245,"OQ092245.1 Andes orthohantavirus strain VARS/22-01 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1912,0.4110878661087866,238bd6ea1af7800c76dcf6b91009032242177931ce9c4452b2a481b1c04630ae,within_expected_range,0.3143305439330544,0.1982217573221757,0.2128661087866108,0.274581589958159,0,0,0.0,1912,,1980456,VARS/22-01,,Brazil,,2022-12-09,COMPLETE,S,,False
AF482715.1,AF482715,"AF482715.1 Oran virus strain 22996 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,69247,S,1919,0.4205315268368942,476b056b0cf9b44110d0c7d1cdae139e8a7ba3860f77ff111329e05c5246ccfa,within_expected_range,0.3110995310057322,0.2032308494007295,0.2173006774361646,0.2683689421573736,0,0,0.0,1919,,69247,22996,,,,,COMPLETE,S,,False
OR908896.1,OR908896,"OR908896.1 Orthohantavirus andesense isolate ER19-SP1693 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1925,0.4119480519480519,e2fd1a9356eddc4c3c99072fc0b6c07b6e569565be69609765d7d53d9aa5d44e,within_expected_range,0.3137662337662337,0.1953246753246753,0.2166233766233766,0.2742857142857143,0,0,0.0,1925,,1980456,ER19-SP1693,,Argentina: Entre Rios,,2019,COMPLETE,S,,False
AF482713.1,AF482713,"AF482713.1 Bermejo virus strain Oc22531 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,69243,S,1933,0.4138644593895499,3f7852084510c9c55dc1946480062ec3df78a7ecf0db99fbb4eafe2327949bbd,within_expected_range,0.3109156751163994,0.1971029487842731,0.2167615106052767,0.2752198654940507,0,0,0.0,1933,,69243,Oc22531,,,,,COMPLETE,S,,False
AF482714.1,AF482714,"AF482714.1 Lechiguanas virus strain 22819 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,69245,S,1938,0.413312693498452,e8df31f5edb2d81c13e579aad30bfe5ca23fbb4e0a7187afaf0caaab2acb6ee0,within_expected_range,0.3121775025799793,0.196078431372549,0.217234262125903,0.2745098039215686,0,0,0.0,1938,,69245,22819,,,,,COMPLETE,S,,False
OR890439.1,OR890439,"OR890439.1 Orthohantavirus andesense isolate ARG-OF.53 segment S, complete sequence",andes_1980456,andes,Orthohantavirus andesense,1980456,Orthohantavirus andesense,1980456,S,1938,0.4158926728586171,a1cf1aa900cb3a12916ff5f2df97893bb465aa81284877e6cac41cce8a069825,within_expected_range,0.3121775025799793,0.2002063983488132,0.2156862745098039,0.2719298245614035,0,0,0.0,1938,,1980456,Lechiguanas,,Argentina,,2022,COMPLETE,S,,False
MK548693.1,MK548693,"MK548693.1 Orthohantavirus hantanense strain Aa16-181-R segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6486,0.3707986432315757,9aa015b040a1e8d9958d9b65ead4502ce2f02c7ef0d2e805d60f0fc1317b9362,within_expected_range,0.3345667591736047,0.1615787850755473,0.2092198581560283,0.2946345975948196,0,0,0.0,6486,,3052480,Aa16-181-R,,South Korea,,2016-11-25,COMPLETE,L,,False
MK548698.1,MK548698,"MK548698.1 Orthohantavirus hantanense strain Aa17-52-R segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6487,0.3712039463542469,e52eafed14b5a53099087e3c013fb66114293246214671315823442e14bcec41,within_expected_range,0.3359025743795283,0.1624788037613689,0.208725142592878,0.2928934792662248,0,0,0.0,6487,,3052480,Aa17-52-R,,South Korea,,2017-04-18,COMPLETE,L,,False
OR113707.1,OR113707,"OR113707.1 Orthohantavirus hantanense strain Aa17-1_CU segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3773497688751926,62f638b3cf12149e783d60ef80a1844a283a88b1fd4581415306a6e4eb1825e9,within_expected_range,0.3305084745762712,0.1628659476117103,0.2144838212634822,0.2921417565485362,0,0,0.0,6490,,3052480,Aa17-1_CU,,South Korea: Gwangju-si,,2017-09,COMPLETE,L,,False
OR113708.1,OR113708,"OR113708.1 Orthohantavirus hantanense strain Aa19-40_CU segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3747303543913713,199a8d06648ba63d142bf1a8b5e4ac4f0d9c5995a804dd23a5e7d90ddfda66ff,within_expected_range,0.3312788906009245,0.1622496147919876,0.2124807395993836,0.2939907550077041,0,0,0.0,6490,,3052480,Aa19-40_CU,,South Korea: Boseong-gun,,2019-06,COMPLETE,L,,False
OR113709.1,OR113709,"OR113709.1 Orthohantavirus hantanense strain Aa19-96_CU segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.374884437596302,3d8b908b8e9d480730d92a243a955014020875c91f8ba433d92394166f0076cc,within_expected_range,0.3306625577812018,0.1617873651771957,0.2130970724191063,0.2944530046224961,0,0,0.0,6490,,3052480,Aa19-96_CU,,South Korea: Boseong-gun,,2019-10,COMPLETE,L,,False
OR113710.1,OR113710,"OR113710.1 Orthohantavirus hantanense strain Aa19-102_CU segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3742681047765793,cd1873d40ff7cd4cbb48457d5ec4c05992f29f27a49235035bdd311770d858b3,within_expected_range,0.3311248073959938,0.161171032357473,0.2130970724191063,0.2946070878274268,0,0,0.0,6490,,3052480,Aa19-102_CU,,South Korea: Boseong-gun,,2019-10,COMPLETE,L,,False
OR113711.1,OR113711,"OR113711.1 Orthohantavirus hantanense strain Aa19-106_CU segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3745762711864406,37f2f740332b4091fed2d8ecabcffaad9b3ecebccdbed4c3a352ad14dbe9839f,within_expected_range,0.3306625577812018,0.1617873651771957,0.212788906009245,0.2947611710323575,0,0,0.0,6490,,3052480,Aa19-106_CU,,South Korea: Boseong-gun,,2019-11,COMPLETE,L,,False
OR113712.1,OR113712,"OR113712.1 Orthohantavirus hantanense strain Aa19-109_CU segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3775038520801232,ea42da19a4494d1c5c1c9e351d1d60d5e676266cc5fb7196ce52f07500225d02,within_expected_range,0.3300462249614792,0.1636363636363636,0.2138674884437596,0.2924499229583975,0,0,0.0,6490,,3052480,Aa19-109_CU,,South Korea: Boseong-gun,,2019-11,COMPLETE,L,,False
OR113713.1,OR113713,"OR113713.1 Orthohantavirus hantanense strain CUH_2020-003 segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3741140215716487,4fefa4b8ca5aa0d97b9272c95bf512c1c16249b561a18f45648a3e2a02400274,within_expected_range,0.3305084745762712,0.1604006163328197,0.2137134052388289,0.2953775038520801,0,0,0.0,6490,,3052480,CUH_2020-003,,South Korea,,2020-01,COMPLETE,L,,False
OR113714.1,OR113714,"OR113714.1 Orthohantavirus hantanense strain CUH_2020-509 segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3767334360554699,05cbca14a36a1ef9cc0455670f372d0ff575c2017f5fcc5d7b791e2d4f20be95,within_expected_range,0.3295839753466872,0.163020030816641,0.2137134052388289,0.2936825885978428,0,0,0.0,6490,,3052480,CUH_2020-509,,South Korea,,2020-06,COMPLETE,L,,False
OR113715.1,OR113715,"OR113715.1 Orthohantavirus hantanense strain CUH_2021-1167 segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.374884437596302,a0d0c78060e3633876a639aed3a0d0e8b7fef58dec42395ef5107b7db64b6bd1,within_expected_range,0.3312788906009245,0.1617873651771957,0.2130970724191063,0.2938366718027735,0,0,0.0,6490,,3052480,CUH_2021-1167,,South Korea,,2021-11,COMPLETE,L,,False
OR113736.1,OR113736,"OR113736.1 Orthohantavirus hantanense strain CUH_2017-1155 segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3773497688751926,31190672d07a6741d5f3fb695725c998480af3dbee0597ed86128669eef3a707,within_expected_range,0.3288135593220339,0.1631741140215716,0.2141756548536209,0.2938366718027735,0,0,0.0,6490,,3052480,CUH_2017-1155,,South Korea,,2017-11,COMPLETE,L,,False
OR113739.1,OR113739,"OR113739.1 Orthohantavirus hantanense strain CUH_2018-603 segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3768875192604006,115969743dc857f58697aafac3e3cdaac29bf45120724c4182e3ed83edd47db5,within_expected_range,0.3283513097072419,0.161633281972265,0.2152542372881355,0.2947611710323575,0,0,0.0,6490,,3052480,CUH_2018-603,,South Korea,,2018-07,COMPLETE,L,,False
OR113742.1,OR113742,"OR113742.1 Orthohantavirus hantanense strain CUH_2021-1188 segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6490,0.3768875192604006,3d7a1ab22343bfde38fddfa92837800bc87f1c17f03af056b42877a637e69375,within_expected_range,0.3302003081664099,0.1631741140215716,0.2137134052388289,0.2929121725731895,0,0,0.0,6490,,3052480,CUH_2021-1188,,South Korea,,2021-12,COMPLETE,L,,False
MK548691.1,MK548691,"MK548691.1 Orthohantavirus hantanense strain Aa16-19-R segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6510,0.3698924731182795,04f1dc0c7dd911bd13137687e01e13a0a482bed51b9aa0d0930bacc1ac8d181d,within_expected_range,0.3353302611367127,0.1609831029185867,0.2089093701996927,0.2947772657450077,0,0,0.0,6510,,3052480,Aa16-19-R,,South Korea,,2016-06-21,COMPLETE,L,,False
MK548696.1,MK548696,"MK548696.1 Orthohantavirus hantanense strain Aa17-48-R segment L, complete sequence",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6511,0.370910766395331,e62e18620fd0c6c0fcaac0934fc01eca1b6ce31f10db06c5f4b0bb4af5b6818d,within_expected_range,0.3357395177392105,0.1626478267547227,0.2082629396406082,0.2933497158654584,0,0,0.0,6511,,3052480,Aa17-48-R,,South Korea,,2017-04-18,COMPLETE,L,,False
KT934956.1,KT934956,"KT934956.1 Orthohantavirus hantanense isolate Aa03-161 RNA-dependent RNA polymerase gene, complete cds",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6530,0.370750382848392,f5cb57dcdb8d5b79a9ccd3e15b5f7091bb91ad756648bb75933d7c0816408a45,within_expected_range,0.3344563552833078,0.1614088820826952,0.2093415007656968,0.2947932618683001,0,0,0.0,6530,,3052480,Aa03-161,,South Korea,,2003-03-25,COMPLETE,L,,False
KT934957.1,KT934957,"KT934957.1 Orthohantavirus hantanense isolate Aa03-386 RNA-dependent RNA polymerase gene, complete cds",hantaan_3052480,hantaan,Orthohantavirus hantanense,3052480,Orthohantavirus hantanense,3052480,L,6530,0.3709035222052067,c02f259b44c4057768b602b1cbd620b9db991434d232b8c70787b5a66a34fa0c,within_expected_range,0.3341500765696784,0.1612557427258805,0.2096477794793262,0.2949464012251148,0,0,0.0,6530,,3052480,Aa03-386,,South Korea,,2003-06-09,COMPLETE,L,,False
